player,team,position,role,owner_status,roster_status,age,fpts,fpg_raw,fpg_regressed,ros_pct,rkov,estimated_games,sample_confidence,win_now_score,dynasty_score,dynasty_minus_win_now,forward_fpg,ros_vor,ip,ip_pct,whip,k_per_9,qs_rate,prospect_bonus,age_curve,mlb_overall_rank,mlb_org_rank,asset_value,asset_confidence,baseline_confidence,career_baseline,two_way,asset_blend_alpha,prospect_phase,prospect_bonus_applied,dynasty_gap,dynasty_signal
Jeisson Cabrera,BAL,RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,2272.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jose Cabrera,LAD,RP,RP,FA,Free Agent,21.0,0.0,0.0,3.16,0.0,2273.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Tegan Cain,PHI,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,2292.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jeison Calvo,(N/A),RP,RP,FA,Free Agent,20.0,0.0,0.0,3.16,0.0,2316.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Jack Carey,(N/A),RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,2397.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Chase Centala,SEA,RP,RP,FA,Free Agent,24.0,0.0,0.0,3.16,0.0,2562.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jose Cisnero,(N/A),RP,RP,FA,Free Agent,37.0,0.0,0.0,3.16,0.0,2680.0,0.0,0.0,28.84,2.57,-26.27,3.16,-0.37,0.0,9.41,,,,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Jamdrick Cornelia,(N/A),RP,RP,FA,Free Agent,20.0,0.0,0.0,3.16,0.0,2841.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Richie Cortese,PHI,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,2862.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Magdiel Cotto,(N/A),RP,RP,FA,Free Agent,24.0,0.0,0.0,3.16,0.0,2878.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Dylan Crooks,COL,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,2925.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jack Cushing,(N/A),RP,RP,FA,Free Agent,29.0,0.0,0.0,3.16,0.0,3008.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Austin Davis,(N/A),RP,RP,FA,Free Agent,33.0,0.0,0.0,3.16,0.0,3074.0,0.0,0.0,28.84,9.57,-19.27,3.16,-0.37,0.0,9.41,,,,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Angel De Jesus,(N/A),RP,RP,FA,Free Agent,29.0,0.0,0.0,3.16,0.0,3106.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Nicholas Judice,BOS,RP,RP,FA,Free Agent,25.0,0.0,0.0,3.16,0.0,5206.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Franyel Diaz,NYM,RP,RP,FA,Free Agent,21.0,0.0,0.0,3.16,0.0,3298.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Alexis Dominguez,(N/A),RP,RP,FA,Free Agent,20.0,0.0,0.0,3.16,0.0,3373.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Derrick Edington,TB,RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,3506.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Victor Espiritu,TOR,RP,RP,FA,Free Agent,21.0,0.0,0.0,3.16,0.0,3606.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Andy Fabian,BAL,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,3641.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
German Fajardo,SEA,RP,RP,FA,Free Agent,25.0,0.0,0.0,3.16,0.0,3651.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jesus Flores,MIL,RP,RP,FA,Free Agent,21.0,0.0,0.0,3.16,0.0,3802.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Fidel Montero,CHW,RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,6541.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Colin Peluse,PHI,RP,RP,FA,Free Agent,28.0,0.0,0.0,3.16,0.0,7268.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Peyton Prescott,NYM,RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,7609.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Tanner Rainey,DET,RP,RP,FA,Free Agent,33.0,0.0,0.0,3.16,0.0,7686.0,0.0,0.0,28.84,9.57,-19.27,3.16,-0.37,0.0,9.41,,,,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Jack Ralston,MIA,RP,RP,FA,Free Agent,28.0,0.0,0.0,3.16,0.0,7687.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Tony Rossi,NYY,RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,8226.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Misael Tamarez,SD,RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,9048.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jeff Brigham,(N/A),RP,RP,FA,Free Agent,34.0,0.0,0.0,3.16,0.0,2105.0,0.0,0.0,28.84,9.57,-19.27,3.16,-0.37,0.0,9.41,,,,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Alex Cook,TB,RP,RP,FA,Free Agent,25.0,0.0,0.0,3.16,0.0,2810.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Madinson Frias,BOS,RP,RP,FA,Free Agent,21.0,0.0,0.0,3.16,0.0,3918.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Alex Galvan,ARI,RP,RP,FA,Free Agent,25.0,0.0,0.0,3.16,0.0,3987.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Travis Garnett,(N/A),RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,4075.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Luis German,SD,RP,RP,FA,Free Agent,24.0,0.0,0.0,3.16,0.0,4124.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Matt Givin,(N/A),RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,4170.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Ricardo Guzman,TB,RP,RP,FA,Free Agent,21.0,0.0,0.0,3.16,0.0,4477.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Blake Hammond,ATH,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,4538.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Deok Ju Ham,(N/A),RP,RP,FA,Free Agent,31.0,0.0,0.0,3.16,0.0,5201.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Woo Young Jung,(N/A),RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,5212.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Nathan Karaffa,(N/A),RP,RP,FA,Free Agent,25.0,0.0,0.0,3.16,0.0,5227.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Mitchell Kilkenny,(N/A),RP,RP,FA,Free Agent,29.0,0.0,0.0,3.16,0.0,5296.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Keylan Killgore,(N/A),RP,RP,FA,Free Agent,29.0,0.0,0.0,3.16,0.0,5297.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Brent Honeywell Jr.,(N/A),RP,RP,FA,Free Agent,31.0,0.0,0.0,3.16,0.0,4902.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jorge Lopez,(N/A),RP,RP,FA,Free Agent,33.0,0.0,0.0,3.16,0.0,5734.0,0.0,0.0,28.84,9.57,-19.27,3.16,-0.37,0.0,9.41,,,,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Carlos Mateo,PIT,RP,RP,FA,Free Agent,20.0,0.0,0.0,3.16,0.0,6093.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Alejandro De La Cruz,MIA,RP,RP,FA,Free Agent,19.0,0.0,0.0,3.16,0.0,3114.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Sean Heppner,(N/A),RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,4676.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Evelio Hernandez,CLE,RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,4720.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Eduardo Herrera,(N/A),RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,4771.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Brady Hill,WSH,RP,RP,FA,Free Agent,25.0,0.0,0.0,3.16,0.0,4827.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Isaiah Jackson,KC,RP,RP,FA,Free Agent,24.0,0.0,0.0,3.16,0.0,5028.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Luke Murphy,LAA,RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,6735.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Yordan Rodriguez,NYM,RP,RP,FA,Free Agent,18.0,0.0,0.0,3.16,0.0,8099.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Jaden Woods,CHW,RP,RP,FA,Free Agent,24.0,0.0,0.0,3.16,0.0,9890.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Isaiah Coupet,COL,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,2881.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Anthony DeSclafani,(N/A),RP,RP,FA,Free Agent,36.0,0.0,0.0,3.16,0.0,3220.0,0.0,0.0,28.84,2.57,-26.27,3.16,-0.37,0.0,9.41,,,,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Bryson Dudley,KC,RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,3436.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Kifraidy Encarnacion,MIA,RP,RP,FA,Free Agent,20.0,0.0,0.0,3.16,0.0,3556.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Nick Garcia,SEA,RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,4055.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Cristofer Gomez,NYM,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,4197.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Bernard Jose,SD,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,5191.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Chandler Jozwiak,(N/A),RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,5200.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Christian Chamberlain,KC,RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,2602.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Matt Cronin,(N/A),RP,RP,FA,Free Agent,28.0,0.0,0.0,3.16,0.0,2923.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Anderson Espinoza,(N/A),RP,RP,FA,Free Agent,28.0,0.0,0.0,3.16,0.0,3597.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Sean Reynolds,(N/A),RP,RP,FA,Free Agent,28.0,0.0,0.0,3.16,0.0,7865.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Junior Santos,(N/A),RP,RP,FA,Free Agent,24.0,0.0,0.0,3.16,0.0,8437.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Sam Weatherly,COL,RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,9688.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Beau Burrows,PIT,RP,RP,FA,Free Agent,29.0,0.0,0.0,3.16,0.0,2229.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jake Clemente,MIA,RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,2704.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Noah Davis,PIT,RP,RP,FA,Free Agent,29.0,0.0,0.0,3.16,0.0,3088.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Aidan King,(N/A),RP,RP,FA,Free Agent,20.0,0.0,0.0,3.16,0.0,5306.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Andrew Moore,SD,RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,6576.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Josh Harlow,CLE,RP,RP,FA,Free Agent,25.0,0.0,0.0,3.16,0.0,4566.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Daniel Harper,PHI,RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,4570.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Dylan Heid,(N/A),RP,RP,FA,Free Agent,28.0,0.0,0.0,3.16,0.0,4637.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Clay Helvey,(N/A),RP,RP,FA,Free Agent,29.0,0.0,0.0,3.16,0.0,4645.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Lincoln Henzman,(N/A),RP,RP,FA,Free Agent,31.0,0.0,0.0,3.16,0.0,4674.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Teofilo Mendez,ARI,RP,RP,FA,Free Agent,24.0,0.0,0.0,3.16,0.0,6337.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Edwin Mendoza,ATH,RP,RP,FA,Free Agent,18.0,0.0,0.0,3.16,0.0,6346.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Daniel Colina,(N/A),RP,RP,FA,Free Agent,19.0,0.0,0.0,3.16,0.0,2741.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Jackson Kelley,CHW,RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,5254.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Seo Hyeon Kim,(N/A),RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,5303.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Justin King,MIA,RP,RP,FA,Free Agent,28.0,0.0,0.0,3.16,0.0,5313.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Justin Loer,COL,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,5684.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Aneury Lora,SEA,RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,5747.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Reese Lumpkin,SEA,RP,RP,FA,Free Agent,24.0,0.0,0.0,3.16,0.0,5795.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Ryan Lynch,SD,RP,RP,FA,Free Agent,21.0,0.0,0.0,3.16,0.0,5811.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Zack Mack,NYM,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,5848.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Giovanny Gallegos,(N/A),RP,RP,FA,Free Agent,34.0,0.0,0.0,3.16,0.0,3982.0,0.0,0.0,28.84,9.57,-19.27,3.16,-0.37,0.0,9.41,,,,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Ryan Lobus,TEX,RP,RP,FA,Free Agent,25.0,0.0,0.0,3.16,0.0,5675.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Matt Mikulski,(N/A),RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,6424.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Enoli Paredes,BAL,RP,RP,FA,Free Agent,30.0,0.0,0.0,3.16,0.0,7164.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Hunter Strickland,(N/A),RP,RP,FA,Free Agent,37.0,0.0,0.0,3.16,0.0,8942.0,0.0,0.0,28.84,2.57,-26.27,3.16,-0.37,0.0,9.41,,,,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Kaleb Ort,LAA,RP,RP,FA,Free Agent,34.0,0.0,0.0,3.16,0.0,7020.0,0.0,0.0,28.84,9.57,-19.27,3.16,-0.37,0.0,9.41,,,,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Wilian Bormie,TEX,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,2003.0,0.0,0.0,28.84,25.57,-3.27,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Connor Cooke,(N/A),RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,2815.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jacob Wallace,CHC,RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,9633.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Tanner Jacobson,(N/A),RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,5038.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Adonis Medina,(N/A),RP,RP,FA,Free Agent,29.0,0.0,0.0,3.16,0.0,6256.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Justin Wilson,(N/A),RP,RP,FA,Free Agent,38.0,0.0,0.0,3.16,0.0,9836.0,0.0,0.0,28.84,2.57,-26.27,3.16,-0.37,0.0,9.41,,,,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Jack Anker,PIT,RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,1431.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Tyler Cleveland,SEA,RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,2710.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Carson Coleman,NYY,RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,2737.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Ryan Magdic,ATH,RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,0.0,5867.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Orlando Marcelin,TOR,RP,RP,FA,Free Agent,19.0,0.0,0.0,3.16,0.0,5922.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Emmanuel Martinez,(N/A),RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,6025.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Johandi Medina,TOR,RP,RP,FA,Free Agent,19.0,0.0,0.0,3.16,0.0,6264.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Enmanuel Mejia,(N/A),RP,RP,FA,Free Agent,27.0,0.0,0.0,3.16,0.0,6281.0,0.0,0.0,28.84,20.57,-8.27,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Alvaro Mejias,TB,RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,6296.0,0.0,0.0,28.84,29.57,0.73,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Genesis Cabrera,(N/A),RP,RP,FA,Free Agent,29.0,0.0,0.0,3.16,0.0,2269.0,0.0,0.0,28.84,15.57,-13.27,3.16,-0.37,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
